Cluster ID,Resource ID,Resource Name,Account Name,Account Identifier,ClusterRole,FailoverOrder,Last Seen,Engine,Instance Type - Current,Instance Family - Current,Storage Type - Current,Idle,Hours Running,CPU Max,Memory Max,IOPS Max,Storage Throughput Max,Connections Max,Currency Code,Effective Rate - Current,Cost,Recommendation,Instance Recommendation,Instance Type - Recommended,Instance Family - Recommended,Storage Recommendation,Storage Type - Recommended,VCPU - Current,VCPU - Recommended,Memory - Current,Memory - Recommended,IOPS - Current,IOPS - Recommended,Storage - Current,Storage - Recommended,Storage Throughput - Current,Storage Throughput - Recommended,Previous Generation - Recommended,Equivalent Family - Recommended,Equivalent Memory - Recommended,Risk,Effective Rate - Recommended,Savings,Savings Percent,ACC-FDC-DIV,ACC-FDC-ENV,ACC-FDC-ENV2,ACC-FDC-MONTHLY-BUDGET,ACC-FDC-UAID,ACC-FDC-UAID2,ACC-FDC-nodepartment-thisiszone,ACC:FDC:DEPARTMENT,ADS-AWS-TEST-environments,ADS-K8S-TEST-F2NI2LE,APMID,APP-APM-LABEL,AppName,Application UID,Azure Resource Group,Business Unit,DIVISION,FNX Environment ID,Name,Purpose,UAID,argocd-instances,Export Order
passport-release-1-db-db-qkwuxoow9sul,arn:aws:rds:us-east-1:171596573904:db:pd1vgke9icm3i4u,pd1vgke9icm3i4u,FDAWS Spree,171596573904,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,100,694.00,71,66,834,117,0,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,,,,,,,,,,,,,,,,,,,,,,88
passport-release-1-db-db-qkwuxoow9sul,arn:aws:rds:us-east-1:171596573904:db:pdt7pi42yxfv7j,pdt7pi42yxfv7j,FDAWS Spree,171596573904,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,100,694.00,63,66,4649,609,0,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,,,,,,,,,,,,,,,,,,,,,,89
passport-stg-1-db-db-nm32ycynlogx,arn:aws:rds:us-east-1:223031453984:db:pd1dz80n6cvqxgd,pd1dz80n6cvqxgd,fdaws-spree-nimbus-prod,223031453984,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,100,694.00,66,64,2,0,4,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,,,,,,,,,,,,,,,,,,,,,,90
passport-stg-1-db-db-nm32ycynlogx,arn:aws:rds:us-east-1:223031453984:db:pd1h8gdqd1xl9da,pd1h8gdqd1xl9da,fdaws-spree-nimbus-prod,223031453984,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,58,66,768,117,4,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,,,,,,,,,,,,,,,,,,,,,,91
passport-dev-1-db-db-1dqsdq6o2lzxd,arn:aws:rds:us-east-1:223031453984:db:pd1k7gzab3bbkjz,pd1k7gzab3bbkjz,fdaws-spree-nimbus-prod,223031453984,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,64,67,780,116,1,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,,,,,,,,,,,,,,,,,,,,,,92
passport-dev-1-db-db-1dqsdq6o2lzxd,arn:aws:rds:us-east-1:223031453984:db:pd3bifmtnp6g5b,pd3bifmtnp6g5b,fdaws-spree-nimbus-prod,223031453984,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,100,694.00,62,66,2,0,1,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,,,,,,,,,,,,,,,,,,,,,,93
aurora-svstest-merchant-cluster,arn:aws:rds:us-east-1:243575567843:db:aurora-svstest-merchant,aurora-svstest-merchant,TW SVS,243575567843,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,0,694.00,63,68,1087,16,2,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,94
aurora-svstest-merchant-cluster,arn:aws:rds:us-east-1:243575567843:db:aurora-svstest-merchant-us-east-1a,aurora-svstest-merchant-us-east-1a,TW SVS,243575567843,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,100,694.00,57,66,2,0,2,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,95
aurora-svsus-merchant-cluster,arn:aws:rds:us-east-1:243575567843:db:aurora-svsus-merchant,aurora-svsus-merchant,TW SVS,243575567843,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,0,694.00,58,70,1125,10,5,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,96
aurora-svsus-merchant-cluster,arn:aws:rds:us-east-1:243575567843:db:aurora-svsus-merchant-us-east-1a,aurora-svsus-merchant-us-east-1a,TW SVS,243575567843,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,100,694.00,62,67,2,0,5,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,23400,uaid-05824,uaid-05824,,nss,,,,,,,,,nss,,,,,,97
bts-dev-merchant-db-east-global-cluster-1,arn:aws:rds:us-east-1:446589977811:db:bts-dev-merchant-db-east-global-instance-1,bts-dev-merchant-db-east-global-instance-1,FDAWS BusinessTrack Nonprod,446589977811,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,65,65,32,4,40,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,98
bts-dev-merchant-db-east-global-cluster-1-new,arn:aws:rds:us-east-1:446589977811:db:bts-dev-merchant-db-east-global-instance-1-new,bts-dev-merchant-db-east-global-instance-1-new,FDAWS BusinessTrack Nonprod,446589977811,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,100,694.00,71,67,3,0,0,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,99
bts-qa-merchant-db-east-global-cluster-1,arn:aws:rds:us-east-1:446589977811:db:bts-qa-merchant-db-east-global-instance-1,bts-qa-merchant-db-east-global-instance-1,FDAWS BusinessTrack Nonprod,446589977811,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,67,64,146,19,40,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,100
dev-miamdb-instance-1-cluster-1,arn:aws:rds:us-east-1:871418687315:db:dev-miamdb-instance-1,dev-miamdb-instance-1,FDAWS Merchant IAM Nonprod,871418687315,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,61,64,1245,163,69,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,101
qa-miamdb-instance-1-cluster-1,arn:aws:rds:us-east-1:871418687315:db:qa-miamdb-instance-1,qa-miamdb-instance-1,FDAWS Merchant IAM Nonprod,871418687315,Reader,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,53,66,1404,184,46,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,102
wgiftcard-aurora-merchant-dev-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-merchant-dev,wgiftcard-aurora-merchant-dev,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,0,694.00,64,70,745,27,31,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,103
wgiftcard-aurora-merchant-test-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-merchant-test,wgiftcard-aurora-merchant-test,FDAWS Gift Solutions - Prod,958612202038,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,100,694.00,64,68,2,0,40,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,104
wgiftcard-aurora-merchant-test-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-merchant-test-us-east-1e,wgiftcard-aurora-merchant-test-us-east-1e,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,0,694.00,60,75,1202,15,40,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,105
wgiftcard-aurora-storefront-dev-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-storefront-dev,wgiftcard-aurora-storefront-dev,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,0,694.00,35,78,1855,38,37,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,106
wgiftcard-aurora-storefront-production-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-storefront-production,wgiftcard-aurora-storefront-production,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,0,694.00,64,80,89507,1944,32,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,107
wgiftcard-aurora-storefront-production-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-storefront-production-us-east-1b,wgiftcard-aurora-storefront-production-us-east-1b,FDAWS Gift Solutions - Prod,958612202038,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,0,694.00,65,68,723,95,32,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,108
wgiftcard-aurora-storefront-test-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-storefront-test,wgiftcard-aurora-storefront-test,FDAWS Gift Solutions - Prod,958612202038,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,0,694.00,33,73,53896,237,46,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,109
wgiftcard-aurora-storefront-test-cluster,arn:aws:rds:us-east-1:958612202038:db:wgiftcard-aurora-storefront-test-us-east-1e,wgiftcard-aurora-storefront-test-us-east-1e,FDAWS Gift Solutions - Prod,958612202038,Reader (Failover),1,2025-06-03T21:00:00Z,Aurora MySQL,db.r5.large,r5,aurora,100,694.00,59,66,2,0,46,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,16.00000,16.00000,0,N/A,0,N/A,3500,4750,false,false,true,0.00,0.21,16.45,10.00,,prod,prod,49200,uaid-05823,uaid-05823,,nss,,,,,,,,,nss,,,,,,110
bts-dev-merchant-db-test-cluster,arn:aws:rds:us-west-2:446589977811:db:bts-dev-merchant-db-test-cluster,bts-dev-merchant-db-test-cluster,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,100,694.00,44,66,369,116,0,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,111
bts-dev-merchant-db-west-global-cluster-new-cluster,arn:aws:rds:us-west-2:446589977811:db:bts-dev-merchant-db-west-global-cluster-new,bts-dev-merchant-db-west-global-cluster-new,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,100,694.00,57,67,804,116,0,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,112
bts-dev-merchant-db-west-global-cluster,arn:aws:rds:us-west-2:446589977811:db:bts-dev-merchant-db-west-global-instance-1,bts-dev-merchant-db-west-global-instance-1,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,74,69,440290,57710,60,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,113
bts-dev-merchant-db-west-test-cluster,arn:aws:rds:us-west-2:446589977811:db:bts-dev-merchant-db-west-test-cluster,bts-dev-merchant-db-west-test-cluster,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,100,694.00,56,66,340,115,0,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,114
bts-qa-merchant-db-west-global-cluster,arn:aws:rds:us-west-2:446589977811:db:bts-qa-merchant-db-west-global-instance-1,bts-qa-merchant-db-west-global-instance-1,FDAWS BusinessTrack Nonprod,446589977811,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,65,67,2395,8,63,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-02135,uaid-02135,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,115
dev-miamdb-instance-1-cluster,arn:aws:rds:us-west-2:871418687315:db:dev-miamdb-instance-1,dev-miamdb-instance-1,FDAWS Merchant IAM Nonprod,871418687315,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,51,72,6627,409,122,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,116
qa-miamdb-instance-1-cluster,arn:aws:rds:us-west-2:871418687315:db:qa-miamdb-instance-1,qa-miamdb-instance-1,FDAWS Merchant IAM Nonprod,871418687315,Writer,1,2025-06-03T21:00:00Z,Aurora MySQL,db.r4.large,r4,aurora,0,694.00,100,74,28017,2982,168,USD,0.23,159.00,Rightsize,Rightsize,db.r6g.large,r6g,,,2.00000,2.00000,15.25000,16.00000,0,N/A,0,N/A,400,4750,false,false,true,0.00,0.21,16.45,10.00,,nonprod,nonprod,500,uaid-05652,uaid-05652,,gbs - rocco,,,,,,,,,gbs - rocco,,,,,,117
